doc_id,token,count
205,polygon,1.0
205,profil,1.0
205,round,1.0
205,subson,1.0
205,two,1.0
206,boundari,1.0
206,flat,1.0
206,laminar,1.0
206,layer,1.0
206,oscil,1.0
206,plate,1.0
206,transit,1.0
207,effect,1.0
207,field,1.0
207,flow,1.0
207,ga,1.0
207,hall,1.0
207,ioniz,1.0
207,magnet,1.0
207,parallel,1.0
207,plate,1.0
207,transvers,1.0
207,viscou,1.0
208,aircraft,1.0
208,boundari,1.0
208,induc,1.0
208,interior,1.0
208,layer,1.0
208,nois,1.0
209,propel,1.0
209,yaw,1.0
210,around,1.0
210,blunt,1.0
210,bodi,1.0
210,edg,1.0
210,effect,1.0
210,flow,1.0
210,hyperson,1.0
210,immers,1.0
210,lead,1.0
210,slight,1.0
210,speed,1.0
211,blade,1.0
211,rotor,1.0
211,superson,1.0
211,test,1.0
211,theori,1.0
211,tunnel,1.0
211,turbin,1.0
212,nozzl,1.0
212,perform,1.0
212,superson,1.0
212,turbin,1.0
213,cascad,1.0
213,compressor,1.0
213,superson,1.0
213,test,1.0
214,design,1.0
214,high,1.0
214,highli,1.0
214,load,1.0
214,perform,1.0
214,pressur,1.0
214,ratio,1.0
214,stage,1.0
214,test,1.0
214,turbin,1.0
215,axial,1.0
215,compressor,1.0
215,flow,1.0
215,superson,1.0
216,converg,1.0
216,diverg,1.0
216,flow,1.0
216,nozzl,1.0
216,pattern,1.0
217,free,1.0
217,intens,1.0
217,jet,1.0
217,mix,1.0
217,region,1.0
217,scale,1.0
217,spectrum,1.0
217,subson,1.0
217,turbul,1.0
218,along,1.0
218,distribut,1.0
218,jet,1.0
218,nois,1.0
218,sourc,1.0
218,strength,1.0
219,analogu,1.0
219,analysi,1.0
219,correl,1.0
219,gener,1.0
219,nois,1.0
219,purpos,1.0
219,random,1.0
219,signal,1.0
220,annular,1.0
220,nozzl,1.0
220,studi,1.0
220,superson,1.0
220,theoret,1.0
221,delta,1.0
221,edg,1.0
221,flow,1.0
221,lead,1.0
221,low,1.0
221,separ,1.0
221,speed,1.0
221,wing,1.0
222,note,1.0
222,stanton,1.0
222,theori,1.0
222,tube,1.0
223,cylindr,1.0
223,flow,1.0
223,linearis,1.0
223,load,1.0
223,prescrib,1.0
223,quasi,1.0
223,superson,1.0
223,surfac,1.0
223,theori,1.0
224,alon,1.0
224,cone,1.0
224,ellipt,1.0
224,speed,1.0
224,superson,1.0
224,wing,1.0
225,aerofoil,1.0
225,delta,1.0
225,flat,1.0
225,speed,1.0
225,superson,1.0
225,theori,1.0
225,wing,1.0
226,drag,1.0
226,edg,1.0
226,improv,1.0
226,linearis,1.0
226,predict,1.0
226,straight,1.0
226,techniqu,1.0
226,theori,1.0
226,wing,1.0
227,bodi,1.0
227,distanc,1.0
227,finit,1.0
227,larg,1.0
227,navier,1.0
227,solut,1.0
227,stoke,1.0
228,bodi,1.0
228,combin,1.0
228,cruciform,2.0
228,incid,1.0
228,interfer,1.0
228,set,1.0
228,slender,1.0
228,surfac,1.0
228,tail,2.0
228,wing,2.0
228,yaw,1.0
229,bodi,1.0
229,combin,1.0
229,interfer,1.0
229,plane,1.0
229,slender,1.0
229,tail,1.0
229,tailplan,1.0
229,wing,2.0
230,bodi,1.0
230,calcul,1.0
230,flow,1.0
230,lift,1.0
230,non,1.0
230,order,1.0
230,past,1.0
230,practic,1.0
230,revolut,1.0
230,second,1.0
230,superson,1.0
231,accuraci,1.0
231,approxim,1.0
231,bodi,1.0
231,flow,1.0
231,lift,1.0
231,method,1.0
231,non,1.0
231,point,1.0
231,predict,1.0
231,pressur,1.0
231,revolut,1.0
231,superson,1.0
232,bodi,1.0
232,drag,1.0
232,revolut,1.0
232,theoret,1.0
232,wave,1.0
233,applic,1.0
233,bodi,1.0
233,expans,1.0
233,lift,1.0
233,method,1.0
233,near,1.0
233,order,1.0
233,revolut,1.0
233,second,1.0
233,shock,1.0
233,zero,1.0
234,drag,1.0
234,evalu,1.0
234,minimis,1.0
234,numer,1.0
234,wave,1.0
235,criterion,1.0
235,equilibrium,1.0
235,flow,1.0
235,ga,1.0
235,thermodynam,1.0
236,code,1.0
236,compressor,1.0
236,routin,1.0
236,test,1.0
237,air,1.0
237,determin,1.0
237,factor,1.0
237,low,2.0
237,measur,1.0
237,number,1.0
237,pitot,1.0
237,refer,1.0
237,reynold,1.0
237,special,1.0
237,speed,1.0
237,static,1.0
237,tube,1.0
238,calibr,1.0
238,design,1.0
238,ellipsoid,1.0
238,low,1.0
238,nose,1.0
238,pitot,1.0
238,semi,1.0
238,shape,1.0
238,speed,1.0
238,static,2.0
238,tube,2.0
239,analysi,1.0
239,flow,1.0
239,heat,1.0
239,region,1.0
239,separ,1.0
239,theoret,1.0
239,transfer,1.0
240,fluid,1.0
240,laminar,1.0
240,mix,1.0
240,non,1.0
240,rest,1.0
240,stream,1.0
240,uniform,1.0
241,approxim,1.0
241,base,1.0
241,dimension,1.0
241,flow,1.0
241,pressur,1.0
241,speed,1.0
241,superson,1.0
241,theori,1.0
241,two,1.0
242,free,1.0
242,interferomet,1.0
242,investig,1.0
242,jet,1.0
242,mix,1.0
242,superson,1.0
242,turbul,1.0
243,airflow,1.0
243,boundari,1.0
243,flow,1.0
243,gener,1.0
243,high,1.0
243,improv,1.0
243,layer,1.0
243,number,1.0
243,particularli,1.0
243,reynold,1.0
243,smoke,1.0
243,use,1.0
243,visualis,1.0
244,dimens,1.0
244,effect,1.0
244,flap,1.0
244,ground,1.0
244,jet,1.0
244,two,1.0
245,appendix,1.0
245,conform,1.0
245,design,1.0
245,drag,1.0
245,fin,2.0
245,minimum,1.0
245,tip,1.0
245,transform,1.0
245,wing,1.0
246,aspect,1.0
246,calcul,1.0
246,distribut,1.0
246,flow,1.0
246,lift,1.0
246,pressur,1.0
246,ratio,1.0
246,small,1.0
246,subson,1.0
246,thick,1.0
246,wing,1.0
246,zero,1.0
247,angl,1.0
247,applic,1.0
247,attack,1.0
247,bodi,1.0
247,calcul,1.0
247,distribut,1.0
247,formula,1.0
247,lighthil,1.0
247,numer,1.0
247,pressur,1.0
247,revolut,1.0
247,speed,1.0
247,superson,1.0
247,zero,1.0
248,aerofoil,1.0
248,calcul,1.0
248,comput,1.0
248,distribut,1.0
248,employ,1.0
248,formula,1.0
248,function,1.0
248,given,1.0
248,veloc,1.0
249,cross,1.0
249,delta,1.0
249,distribut,1.0
249,lift,1.0
249,pressur,1.0
249,rhombic,1.0
249,section,1.0
249,wing,1.0
249,zero,1.0
250,collect,1.0
250,deriv,1.0
250,longitudin,1.0
250,speed,1.0
250,stabil,1.0
250,superson,1.0
250,wing,1.0
251,differ,1.0
251,effect,1.0
251,interfer,1.0
251,investig,1.0
251,k,1.0
251,model,1.0
251,similar,1.0
251,size,1.0
251,transon,1.0
251,tunnel,1.0
251,u,1.0
251,variou,1.0
252,aircraft,1.0
252,disturb,1.0
252,fli,1.0
252,ground,1.0
252,larg,1.0
252,level,1.0
252,speed,1.0
252,superson,1.0
253,boundari,1.0
253,friction,1.0
253,inject,1.0
253,layer,1.0
253,publish,1.0
253,review,1.0
253,skin,1.0
253,suction,1.0
253,work,1.0
254,approxim,1.0
254,boundari,1.0
254,compress,1.0
254,equat,1.0
254,incompress,1.0
254,layer,1.0
254,solut,1.0
254,turbul,1.0
255,boundari,1.0
255,experiment,1.0
255,glanc,1.0
255,interact,1.0
255,layer,1.0
255,shock,1.0
255,studi,1.0
255,turbul,1.0
255,wave,1.0
256,flow,1.0
256,parallel,1.0
256,plate,1.0
256,turbulen,1.0
257,bear,1.0
257,effect,1.0
257,lubric,1.0
257,slider,1.0
257,turbul,1.0
258,bodi,1.0
258,flow,1.0
258,order,1.0
258,past,1.0
258,point,1.0
258,revolut,1.0
258,second,1.0
258,slender,1.0
258,superson,1.0
258,theori,1.0
258,unsteadi,1.0
259,boundari,1.0
259,critic,1.0
259,flat,1.0
259,friction,1.0
259,heat,1.0
259,laminar,1.0
259,layer,1.0
259,plate,1.0
259,review,1.0
259,skin,1.0
259,solut,1.0
259,transfer,1.0
260,along,1.0
260,axi,1.0
260,boundari,1.0
260,cylind,1.0
260,experi,1.0
260,flow,1.0
260,incompress,1.0
260,layer,1.0
260,long,1.0
260,symmetr,1.0
261,blast,1.0
261,explos,1.0
261,format,1.0
261,intens,1.0
261,wave,1.0
262,cylindr,1.0
262,energi,1.0
262,instantan,1.0
262,produc,1.0
262,releas,1.0
262,shock,1.0
262,wave,1.0
263,aerofoil,1.0
263,asymptot,1.0
263,dimension,1.0
263,high,1.0
263,mach,1.0
263,number,1.0
263,oscil,1.0
263,problem,1.0
263,solut,1.0
263,subson,1.0
263,two,1.0
264,aris,1.0
264,boundari,1.0
264,instabl,1.0
264,interact,1.0
264,layer,1.0
264,shock,1.0
264,wave,1.0
265,arbitrari,1.0
265,axial,1.0
265,boundari,1.0
265,calcul,1.0
265,circulatori,1.0
265,exact,1.0
265,flow,1.0
265,neumann,1.0
265,non,1.0
265,plane,1.0
265,problem,1.0
265,solut,1.0
265,symmetr,1.0
265,within,1.0
266,conduct,1.0
266,convect,1.0
266,electr,1.0
266,field,1.0
266,fluid,1.0
266,free,1.0
266,magnet,1.0
266,plate,1.0
266,presenc,1.0
266,steadi,1.0
266,transient,1.0
266,vertic,1.0
267,convect,1.0
267,free,1.0
267,magnetohydrodynam,1.0
267,sever,1.0
267,solut,1.0
268,conduct,1.0
268,convect,1.0
268,electr,1.0
268,field,1.0
268,flat,1.0
268,flow,1.0
268,fluid,1.0
268,free,1.0
268,heat,1.0
268,laminar,1.0
268,magnet,1.0
268,plate,1.0
268,presenc,1.0
268,transfer,1.0
268,transvers,1.0
268,vertic,1.0
269,channel,1.0
269,combin,1.0
269,convect,1.0
269,field,1.0
269,flow,1.0
269,forc,1.0
269,free,1.0
269,heat,1.0
269,laminar,1.0
269,magnet,1.0
269,magnetohydrodynam,1.0
269,transfer,1.0
269,transvers,1.0
270,boundari,1.0
270,compress,1.0
270,experiment,1.0
270,layer,1.0
270,test,1.0
270,transform,1.0
270,turbul,1.0
271,aerodynam,1.0
271,coeffici,1.0
271,hyperson,1.0
271,oscillatori,1.0
271,strip,1.0
271,superson,1.0
271,theori,1.0
271,unifi,1.0
272,blunt,1.0
272,bodi,1.0
272,extens,1.0
272,flow,1.0
272,past,1.0
272,review,1.0
272,slender,1.0
273,analysi,1.0
273,entri,1.0
273,mission,1.0
273,particular,1.0
273,quartz,1.0
273,shield,1.0
273,teflon,1.0
274,corridor,1.0
274,depth,1.0
274,effect,1.0
274,entri,1.0
274,flight,1.0
274,guidanc,1.0
274,lift,1.0
274,lunar,1.0
274,requir,1.0
274,return,1.0
275,nozzl,1.0
275,reaction,1.0
275,superson,1.0
275,test,1.0
275,turbin,1.0
275,veloc,1.0
276,angl,1.0
276,blade,1.0
276,cascad,1.0
276,condit,1.0
276,critic,1.0
276,deflect,1.0
276,dimension,1.0
276,exit,1.0
276,flow,1.0
276,pressur,1.0
276,ratio,1.0
276,rotor,1.0
276,studi,1.0
276,supercrit,1.0
276,turbin,1.0
276,two,1.0
277,distribut,1.0
277,flow,1.0
277,linearis,1.0
277,sourc,1.0
277,steadi,1.0
277,superson,1.0
277,theori,1.0
277,vortex,1.0
278,bodi,1.0
278,calcul,1.0
278,central,1.0
278,combin,1.0
278,cross,1.0
278,cylindr,1.0
278,drag,1.0
278,revolut,1.0
278,section,1.0
278,semicircular,1.0
278,shell,1.0
278,superson,1.0
278,wing,1.0
279,flow,1.0
279,high,1.0
279,kingdom,1.0
279,oil,1.0
279,speed,1.0
279,surfac,1.0
279,techniqu,1.0
279,tunnel,1.0
279,unit,1.0
279,use,1.0
279,wind,1.0
280,approxim,1.0
280,higher,1.0
280,order,1.0
280,oscil,1.0
280,relax,1.0
281,afterbodi,1.0
281,base,1.0
281,conic,1.0
281,effect,1.0
281,jet,1.0
281,mach,1.0
281,pressur,1.0
282,air,1.0
282,around,1.0
282,blunt,1.0
282,bodi,1.0
282,dissoci,1.0
282,heat,1.0
282,laminar,1.0
282,transfer,1.0
283,bend,1.0
283,chordwis,1.0
283,diverg,1.0
283,includ,1.0
283,superson,1.0
283,wing,1.0
284,flutter,1.0
284,high,1.0
284,mach,1.0
284,number,1.0
284,panel,1.0
285,dynam,1.0
285,effect,1.0
285,instabl,1.0
285,missil,1.0
285,roll,1.0
285,symmetr,1.0
286,characterist,1.0
286,load,1.0
286,low,1.0
286,roll,1.0
286,sideslip,1.0
286,speed,1.0
286,swept,1.0
286,theoret,1.0
286,wing,1.0
287,behind,1.0
287,downwash,1.0
287,effect,1.0
287,roll,1.0
287,sheet,1.0
287,trail,1.0
287,vortex,1.0
287,wing,1.0
288,aerodynam,1.0
288,arrang,1.0
288,cruciform,1.0
288,slender,1.0
288,studi,1.0
288,theoret,1.0
288,wake,1.0
288,wing,1.0
289,dynam,1.0
289,flight,1.0
289,missil,1.0
289,roll,1.0
289,stabil,1.0
290,boundari,1.0
290,effect,1.0
290,interact,1.0
290,layer,1.0
290,shock,1.0
290,sweepback,1.0
290,turbul,1.0
290,wave,1.0
291,applic,1.0
291,boundari,1.0
291,calcul,1.0
291,laminar,1.0
291,layer,1.0
291,piec,1.0
291,rapid,1.0
291,similar,1.0
291,solut,1.0
291,wise,1.0
292,boundari,1.0
292,cool,1.0
292,effect,1.0
292,layer,1.0
292,mach,1.0
292,recent,1.0
292,studi,1.0
292,transit,1.0
293,blunt,1.0
293,bodi,1.0
293,flow,1.0
293,heat,1.0
293,hyperson,1.0
293,investig,1.0
293,laminar,1.0
293,nose,1.0
293,transfer,1.0
293,transit,1.0
293,turbul,1.0
294,condit,1.0
294,heat,1.0
294,hyperson,1.0
294,note,1.0
294,transfer,1.0
294,transit,1.0
295,aerodynam,1.0
295,applic,1.0
295,atmospher,1.0
295,compar,1.0
295,ga,1.0
295,magnet,1.0
295,note,1.0
295,pressur,2.0
295,small,1.0
295,upper,1.0
295,wave,1.0
296,aerodynam,1.0
296,bodi,1.0
296,compress,1.0
296,effect,1.0
296,flow,1.0
296,magneto,1.0
296,past,1.0
296,thin,1.0
297,conduct,1.0
297,electr,1.0
297,field,1.0
297,flow,1.0
297,fluid,1.0
297,incompress,1.0
297,magnet,1.0
297,presenc,1.0
297,viscou,1.0
297,wedg,1.0
298,flow,1.0
298,infinit,1.0
298,magnetohydrodynam,1.0
298,past,1.0
298,plate,1.0
298,semi,1.0
299,class,1.0
299,energi,1.0
299,equat,1.0
299,fluid,1.0
299,motion,1.0
299,particular,1.0
299,similar,1.0
299,solut,1.0
299,viscou,1.0
300,approxim,1.0
300,corner,1.0
300,design,1.0
300,nozzl,1.0
300,sharp,1.0
300,superson,1.0
301,air,1.0
301,approxim,1.0
301,high,1.0
301,properti,1.0
301,temperatur,1.0
301,thermodynam,1.0
301,transport,1.0
302,effect,1.0
302,heat,2.0
302,point,1.0
302,recombin,1.0
302,stagnat,1.0
302,transfer,1.0
302,variabl,1.0
303,approach,1.0
303,first,1.0
303,flat,1.0
303,flow,1.0
303,hyperson,1.0
303,insul,1.0
303,interact,1.0
303,order,1.0
303,plate,1.0
303,problem,1.0
303,strong,1.0
304,flat,1.0
304,hyperson,1.0
304,interact,1.0
304,mass,1.0
304,plate,1.0
304,strong,1.0
304,surfac,1.0
304,transfer,1.0
304,viscou,1.0
305,approxim,1.0
305,boundari,1.0
305,compress,1.0
305,flat,1.0
305,flow,1.0
305,laminar,1.0
305,layer,1.0
305,plate,1.0
305,second,1.0
305,slip,1.0
306,applic,1.0
306,approxim,1.0
306,boundari,1.0
306,equat,1.0
306,hyperson,1.0
306,laminar,1.0
306,layer,1.0
306,solut,1.0
307,flat,1.0
307,flow,1.0
307,hyperson,1.0
307,inject,1.0
307,past,1.0
307,plate,1.0
307,suction,1.0
307,viscou,1.0
308,compress,1.0
308,flat,1.0
308,fluid,1.0
308,high,1.0
308,ii,1.0
308,motion,2.0
308,plate,1.0
308,speed,1.0
308,steadi,1.0
308,viscou,1.0
309,flat,1.0
309,flow,1.0
309,hyperson,1.0
309,plate,1.0
309,viscou,1.0
310,buffet,1.0
310,effect,1.0
310,method,1.0
310,model,1.0
310,onset,1.0
310,predict,1.0
310,rigid,1.0
310,separ,1.0
310,test,1.0
310,tunnel,1.0
310,wind,1.0
311,airfoil,1.0
311,chordwis,1.0
311,distribut,1.0
311,mach,1.0
311,naca,1.0
311,number,1.0
311,pressur,1.0
311,seri,1.0
311,sever,1.0
311,transon,1.0
312,altern,1.0
312,basic,1.0
312,equat,1.0
312,flow,1.0
312,form,1.0
312,theori,1.0
312,transon,1.0
313,boundari,1.0
313,critic,1.0
313,determin,1.0
313,distribut,1.0
313,height,1.0
313,layer,1.0
313,mach,1.0
313,method,1.0
313,number,1.0
313,particl,1.0
313,rough,1.0
313,simplifi,1.0
313,transit,1.0
314,effect,1.0
314,experi,1.0
314,fix,1.0
314,high,1.0
314,method,1.0
314,model,1.0
314,scale,1.0
314,speed,1.0
314,subson,1.0
314,transit,1.0
314,transon,1.0
315,boundari,1.0
315,develop,1.0
315,high,2.0
315,incid,1.0
315,layer,1.0
315,occurr,1.0
315,separ,1.0
315,speed,1.0
316,dissoci,1.0
316,equilibrium,1.0
316,flow,1.0
316,ga,1.0
316,ideal,1.0
316,non,1.0
317,blunt,1.0
317,bodi,1.0
317,flow,1.0
317,hyperson,1.0
317,inviscid,1.0
317,past,1.0
318,disturb,1.0
318,effect,1.0
318,ga,1.0
318,propag,1.0
318,relax,1.0
318,subject,1.0
318,weak,1.0
319,blasiu,1.0
319,boundari,1.0
319,comment,1.0
319,condit,1.0
319,improv,1.0
319,numer,1.0
319,point,1.0
319,problem,1.0
319,solut,1.0
319,three,1.0
320,blasiu,1.0
320,boundari,1.0
320,condit,1.0
320,improv,1.0
320,numer,1.0
320,point,1.0
320,problem,1.0
320,solut,1.0
320,three,1.0
321,blasiu,1.0
321,boundari,1.0
321,condit,1.0
321,numer,1.0
321,point,1.0
321,problem,1.0
321,solut,1.0
321,three,1.0
322,axisymmetr,1.0
322,fluid,1.0
322,incompress,1.0
322,interact,1.0
322,point,1.0
322,stagnat,1.0
322,viscou,1.0
322,vortic,1.0
323,effect,1.0
323,flow,1.0
323,fluid,1.0
323,incompress,1.0
323,point,1.0
323,stagnat,1.0
323,viscou,1.0
323,vortic,1.0
324,boundari,1.0
324,constant,1.0
324,flow,1.0
324,free,1.0
324,function,1.0
324,heat,1.0
324,laminar,1.0
324,layer,1.0
324,power,1.0
324,properti,1.0
324,stream,1.0
324,temperatur,1.0
324,transfer,1.0
324,variat,1.0
324,veloc,1.0
324,wall,1.0
325,axial,1.0
325,bodi,1.0
325,boundari,1.0
325,compress,1.0
325,effect,1.0
325,flow,1.0
325,forst,1.0
325,laminar,1.0
325,layer,1.0
325,order,1.0
325,revolut,1.0
325,slender,1.0
325,slip,1.0
326,boundari,1.0
326,flat,1.0
326,hyperson,1.0
326,layer,1.0
326,local,1.0
326,plate,1.0
326,similar,1.0
327,boundari,1.0
327,flow,1.0
327,hyperson,1.0
327,layer,1.0
327,near,1.0
327,past,1.0
327,point,1.0
327,sphere,1.0
327,stagnat,1.0
328,aerodynam,1.0
328,characterist,1.0
328,flow,1.0
328,ga,1.0
328,hyperson,1.0
328,rarefi,1.0
328,variou,1.0
329,finit,1.0
329,instabl,1.0
329,surfac,1.0
329,taylor,1.0
329,wave,1.0
330,effect,1.0
330,instabl,1.0
330,surfac,1.0
330,taylor,1.0
330,tension,1.0
330,viscos,1.0
331,blunt,1.0
331,bodi,1.0
331,flow,1.0
331,ga,1.0
331,hyperson,1.0
331,nose,1.0
331,real,1.0
331,similitud,1.0
331,slender,1.0
332,boundari,1.0
332,flow,1.0
332,hyperson,1.0
332,infinit,1.0
332,interact,1.0
332,layer,1.0
332,wing,1.0
332,yaw,1.0
333,boundari,1.0
333,edg,1.0
333,hyperson,1.0
333,influenc,1.0
333,laminar,1.0
333,layer,1.0
333,lead,1.0
333,shock,1.0
333,speed,1.0
333,wave,1.0
334,boundari,1.0
334,flow,1.0
334,interact,1.0
334,layer,1.0
334,shock,1.0
334,transon,1.0
334,wave,1.0
335,bodi,1.0
335,boundari,1.0
335,calcul,1.0
335,laminar,1.0
335,layer,1.0
335,revolut,1.0
335,simplifi,1.0
335,wing,1.0
335,yaw,1.0
336,boundari,1.0
336,ga,1.0
336,inject,1.0
336,layer,1.0
336,transit,1.0
337,cool,1.0
337,mach,1.0
337,mass,1.0
337,number,1.0
337,transfer,1.0
338,boundari,1.0
338,cool,1.0
338,evalu,1.0
338,experiment,1.0
338,heat,1.0
338,layer,1.0
338,transfer,1.0
338,transpir,1.0
338,turbul,1.0
339,air,1.0
339,analysi,1.0
339,boundari,1.0
339,diffus,1.0
339,effect,1.0
339,flow,1.0
339,foreign,1.0
339,ga,1.0
339,laminar,1.0
339,layer,1.0
339,superson,1.0
339,tube,1.0
340,analyt,1.0
340,axial,1.0
340,design,1.0
340,jet,1.0
340,laval,1.0
340,nozzl,1.0
340,parallel,1.0
340,symmetr,1.0
340,uniform,1.0
341,boundari,1.0
341,diffus,1.0
341,effect,1.0
341,field,1.0
341,laminar,1.0
341,layer,1.0
342,boundari,1.0
342,cool,1.0
342,experi,1.0
342,layer,1.0
342,transpir,1.0
342,turbul,1.0
343,cool,1.0
343,experiment,1.0
343,mass,1.0
343,techniqu,1.0
343,transfer,1.0
344,boundari,1.0
344,flat,1.0
344,interact,1.0
344,layer,1.0
344,shock,1.0
344,surfac,1.0
344,wave,1.0
345,flat,1.0
345,friction,1.0
345,measur,1.0
345,plate,1.0
345,smooth,1.0
345,superson,1.0
345,turbul,1.0
346,boundari,1.0
346,flow,1.0
346,hyperson,1.0
346,layer,1.0
346,measur,1.0
347,boundari,1.0
347,compress,1.0
347,fluid,1.0
347,layer,1.0
347,turbul,1.0
348,assumpt,1.0
348,boundari,1.0
348,equat,1.0
348,layer,1.0
348,numer,1.0
348,similar,1.0
348,solut,1.0
348,without,1.0
349,compress,1.0
349,fluid,1.0
349,heat,1.0
349,jet,1.0
349,laminar,1.0
349,mix,1.0
349,releas,1.0
349,two,1.0
350,distribut,1.0
350,flow,1.0
350,hamel,1.0
350,jeffrey,1.0
350,nonparallel,1.0
350,plane,1.0
350,thermal,1.0
350,wall,1.0
351,compress,1.0
351,cool,1.0
351,flow,1.0
351,gradient,1.0
351,heat,1.0
351,laminar,1.0
351,pressur,1.0
351,surfac,1.0
351,sweat,1.0
351,transfer,1.0
352,axial,1.0
352,effect,1.0
352,helium,1.0
352,inject,1.0
352,point,1.0
352,stagnat,1.0
352,symmetr,1.0
353,angl,1.0
353,attack,1.0
353,blunt,1.0
353,cone,1.0
353,heat,1.0
353,laminar,1.0
353,larg,1.0
353,measur,1.0
353,nose,1.0
353,pressur,1.0
353,transfer,1.0
354,air,1.0
354,boundari,1.0
354,dissoci,1.0
354,hyperson,1.0
354,inject,1.0
354,laminar,1.0
354,layer,1.0
355,aerodynam,1.0
355,curv,1.0
355,missil,1.0
355,nose,1.0
355,optimum,1.0
355,regim,1.0
355,super,1.0
356,aerodynam,1.0
356,missil,1.0
356,nose,1.0
356,optimum,1.0
356,region,1.0
356,shape,1.0
356,super,1.0
357,boundari,1.0
357,free,1.0
357,layer,1.0
357,model,1.0
357,separ,1.0
357,shock,1.0
357,turbul,1.0
358,cone,1.0
358,hyperson,1.0
358,law,1.0
358,note,1.0
358,similar,1.0
358,unyaw,1.0
359,bodi,1.0
359,flow,1.0
359,hyperson,1.0
359,inclin,1.0
359,lift,1.0
359,revolut,1.0
360,flat,1.0
360,flow,1.0
360,liquid,1.0
360,number,1.0
360,past,1.0
360,plate,1.0
360,reynold,1.0
360,small,1.0
360,viscou,1.0
361,dimension,1.0
361,effect,1.0
361,fluid,1.0
361,flutter,1.0
361,real,1.0
361,three,1.0
362,altern,1.0
362,fluid,1.0
362,flutter,1.0
362,formul,1.0
362,problem,1.0
362,real,1.0
363,analys,1.0
363,boundari,1.0
363,compress,1.0
363,insul,1.0
363,laminar,1.0
363,layer,1.0
363,method,1.0
363,properti,1.0
364,axisymmetr,1.0
364,boundari,1.0
364,homogen,1.0
364,inject,1.0
364,larg,1.0
364,layer,1.0
364,point,1.0
364,rate,1.0
364,stagnat,1.0
365,axisymmetr,1.0
365,boundari,1.0
365,helium,1.0
365,inject,1.0
365,layer,1.0
365,point,1.0
365,stagnat,1.0
366,analysi,1.0
366,control,1.0
366,design,1.0
366,lyapunov,1.0
366,method,1.0
366,second,1.0
366,system,1.0
366,via,1.0
367,control,1.0
367,missil,1.0
367,polar,1.0
367,problem,1.0
368,approxim,1.0
368,arbitrari,1.0
368,axisymmetr,1.0
368,blunt,1.0
368,bodi,1.0
368,prescrib,1.0
368,problem,1.0
368,shape,1.0
368,solut,1.0
368,superson,1.0
369,combin,1.0
369,cylind,1.0
369,distribut,1.0
369,hemispher,1.0
369,pressur,1.0
369,theoret,1.0
370,blunt,1.0
370,effect,1.0
370,hyperson,1.0
370,note,1.0
370,regim,1.0
370,superson,1.0
370,tip,1.0
371,blunt,1.0
371,bodi,1.0
371,experiment,1.0
371,flow,1.0
371,investig,1.0
371,mach,1.0
371,nomin,1.0
371,number,1.0
371,simpl,1.0
372,airspe,1.0
372,applic,1.0
372,bodi,1.0
372,expans,1.0
372,gener,1.0
372,high,1.0
372,method,1.0
372,superson,1.0
372,travel,1.0
373,climb,1.0
373,investig,1.0
373,optimum,1.0
373,techniqu,1.0
373,zoom,1.0
374,boundari,1.0
374,flow,1.0
374,ga,1.0
374,laminar,1.0
374,layer,1.0
374,steadi,1.0
375,boundari,1.0
375,compress,1.0
375,equat,1.0
375,incompress,1.0
375,layer,1.0
375,transform,1.0
376,analog,1.0
376,illingworth,1.0
376,stewartson,1.0
376,transform,1.0
376,turbul,1.0
377,engin,1.0
377,flow,1.0
377,friction,1.0
377,heat,1.0
377,high,1.0
377,relat,1.0
377,surfac,1.0
377,transfer,1.0
377,veloc,1.0
378,compress,1.0
378,flow,2.0
378,lift,1.0
378,nonstationari,1.0
378,revers,1.0
378,surfac,1.0
378,theorem,1.0
378,variat,1.0
379,air,1.0
379,bend,1.0
379,effect,1.0
379,flutter,1.0
379,forc,1.0
379,incompress,1.0
379,quasi,1.0
379,steadi,1.0
379,torsion,1.0
380,axisymmetr,1.0
380,boundari,1.0
380,cylind,1.0
380,layer,1.0
380,long,1.0
380,thin,1.0
381,axial,1.0
381,boundari,1.0
381,circular,1.0
381,cylind,1.0
381,flow,1.0
381,incompress,1.0
381,laminar,1.0
381,layer,1.0
381,note,1.0
382,boundari,1.0
382,compress,1.0
382,equat,1.0
382,flow,1.0
382,heat,1.0
382,integr,1.0
382,layer,1.0
382,plane,1.0
382,transfer,1.0
383,applic,1.0
383,bodi,1.0
383,expans,1.0
383,order,1.0
383,revolut,1.0
383,second,1.0
383,sever,1.0
383,shock,1.0
383,theori,1.0
383,type,1.0
384,couett,1.0
384,flow,1.0
384,generalis,1.0
384,porou,1.0
384,type,1.0
384,wall,1.0
385,couett,1.0
385,flow,1.0
385,generalis,1.0
385,porou,1.0
385,type,1.0
385,wall,1.0
386,annulu,1.0
386,flow,1.0
386,heat,1.0
386,laminar,1.0
386,porou,1.0
386,transfer,1.0
386,wall,1.0
387,flat,1.0
387,flow,1.0
387,gradient,1.0
387,induc,1.0
387,past,1.0
387,plate,1.0
387,pressur,1.0
387,shear,1.0
388,compress,1.0
388,flat,1.0
388,flow,1.0
388,fluid,1.0
388,past,1.0
388,plate,1.0
388,shear,1.0
388,simpl,1.0
388,viscou,1.0
389,flutter,1.0
389,panel,1.0
389,piston,1.0
389,studi,1.0
389,theori,1.0
389,use,1.0
390,flutter,1.0
390,high,1.0
390,panel,1.0
390,rectangular,1.0
390,simpli,1.0
390,speed,1.0
